,date,tmp0,title,tmp,tmp2,location,tmp23,tmp3,tmp34,tmp4,org_size,org_size_bucket,salary,tmp5,tmp6,experience,tmp7,tmp8,industry,tmp9,comments,tmp10,title_categories
96,9/13/2020 22:16:59,Title:,Junior Designer,Title:Junior Designer,Where:,toronto,Where:Toronto,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,50000.0,"Salary:50,000 CAD",Experience:,,,,,,,,UX and Design
97,9/19/2020 11:30:11,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,sao paulo,"Where:Sao Paulo, SP",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,4800.0,Salary:4800 USD,Experience:,11.0,Experience:11,Industry:,Ecommerce,Industry:Ecommerce,,,General Engineering
98,9/20/2020 0:48:20,Title:,Web Accessibility Specialist,Title:Web Accessibility Specialist,Where:,cincinnati,"Where:Cincinnati, Ohio",No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,46600.0,Salary:46600,Experience:,0.0,Experience:0,Industry:,Internet,Industry:Internet,,No,Full Stack
99,9/20/2020 8:45:26,Title:,Tech Lead,Title:Tech Lead,Where:,cagliari,"Where:Cagliari, Italy",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,40000.0,Salary:40k €,Experience:,20.0,Experience:20,Industry:,Supply chain automation,Industry:Supply chain automation,,No,General Engineering
100,9/19/2020 12:06:41,Title:,Architect,Title:Architect,Where:,europe,Where:Europe,Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,400000.0,Salary:400000,Experience:,20.0,Experience:20,Industry:,IT,Industry:IT,,Generous Stock,Management and Leadership
101,9/19/2020 14:56:20,Title:,Junior Salesforce Administrator,Title:Junior Salesforce Administrator,Where:,canton,"Where:Canton,Ga",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,39998.0,Salary:39998,Experience:,1.0,Experience:1,Industry:,E-commerce,Industry:E-commerce,,No,Unknown
102,9/19/2020 13:30:45,Title:,Senior frontend software engineer,Title:Senior frontend software engineer,Where:,seattle,"Where:Seattle, wa",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,335000.0,Salary:335000,Experience:,4.0,Experience:4,Industry:,Adtech,Industry:Adtech,,75k,Front End
103,9/19/2020 11:26:00,Title:,QA Analyst,Title:QA Analyst,Where:,crown point,"Where:Crown Point, IN",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,33000.0,Salary:33000,Experience:,3.0,Experience:3,Industry:,SaaS,Industry:SaaS,"Many years in the tech industry, but had mostly been customer/tech support until a year ago",2500,QA and Testing
104,9/11/2020 10:52:15,Title:,Senior software engineer,Title:Senior software engineer,Where:,washington dc due to covid job is actually in sf,Where:Washington DC due to COVID (job is actually in SF),Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,325000.0,Salary:325000,Experience:,,,,,,,,General Engineering
105,9/20/2020 10:34:02,Title:,Sales engineering Manager,Title:Sales engineering Manager,Where:,minneapolis,Where:Minneapolis,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,320000.0,Salary:320000,Experience:,20.0,Experience:20,Industry:,Tech,Industry:Tech,,Equity,Management and Leadership
106,9/19/2020 20:06:05,Title:,Software Developer,Title:Software Developer,Where:,corona,"Where:Corona, CA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,31000.0,Salary:31000,Experience:,3.0,Experience:3,Industry:,Apparel,Industry:Apparel,,None,General Engineering
107,9/9/2020 9:36:36,Title:,staff software engineer,Title:staff software engineer,Where:,canada,Where:Canada,Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,300000.0,Salary:300000 CAD + $400000/year in equity,Experience:,,,,,,,,General Engineering
108,9/20/2020 9:44:23,Title:,Product Manager,Title:Product Manager,Where:,california,Where:California,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,235000.0,Salary:235000,Experience:,15.0,Experience:15,Industry:,Retail,Industry:Retail,,"Yes, 0.05%",Management and Leadership
109,9/10/2020 10:59:51,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,brooklyn,"Where:Brooklyn, NY",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,231500.0,Salary:231500,Experience:,,,,,,,,General Engineering
110,9/19/2020 10:16:30,Title:,Technical Director,Title:Technical Director,Where:,arlington,"Where:Arlington, VA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,215000.0,"Salary:215,000 + 25% bonus = 268k",Experience:,15.0,Experience:15,Industry:,Consulting,Industry:Consulting,,,Management and Leadership
111,9/9/2020 12:46:19,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,maryland,Where:Maryland,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,210000.0,Salary:210000,Experience:,,,,,,,,General Engineering
112,9/19/2020 21:33:01,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,san francisco,"Where:San Francisco, CA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,210000.0,Salary:210000,Experience:,13.0,Experience:13,Industry:,Technology,Industry:Technology,,"$35k bonus, $30k stock",General Engineering
113,9/20/2020 0:08:22,Title:,UX/UI Designer/Developer,Title:UX/UI Designer/Developer,Where:,cambridge,"Where:Cambridge, MA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,205000.0,Salary:205000,Experience:,16.0,Experience:16,Industry:,Technology,Industry:Technology,,No,Front End
114,9/20/2020 13:13:41,Title:,Senior software engineer,Title:Senior software engineer,Where:,san francisco,"Where:San Francisco, California",No,Org Size:,> 5000,Org Size:> 5000,Salary:,205000.0,Salary:205000,Experience:,9.0,Experience:9,Industry:,Social media,Industry:Social media,,"600k rsus, 15% bonus",General Engineering
115,9/19/2020 16:56:43,Title:,Senior Site Reliability Engineer,Title:Senior Site Reliability Engineer,Where:,san francisco,"Where:San Francisco, CA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,200000.0,Salary:200000 base,Experience:,6.0,Experience:6,Industry:,Communication,Industry:Communication,Cis white woman,~$400k in RSUs vesting over 4 years,General Engineering
116,9/9/2020 10:30:14,Title:,Staff Software Engineer,Title:Staff Software Engineer,Where:,san francisco,Where:San Francisco,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,200000.0,Salary:200000,Experience:,,,,,,,,General Engineering
117,9/11/2020 20:45:16,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,washington,"Where:Washington, DC",No,Org Size:,11- 50,Org Size:11- 50,Salary:,200000.0,Salary:200000,Experience:,,,,,,,,General Engineering
118,9/19/2020 11:43:57,Title:,Staff Software Engineer,Title:Staff Software Engineer,Where:,london,"Where:London, UK",Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,200000.0,Salary:200000,Experience:,7.0,Experience:7,Industry:,Software,Industry:Software,,Effectively none,General Engineering
119,9/20/2020 8:48:39,Title:,Staff engineer,Title:Staff engineer,Where:,new york,Where:New York,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,200000.0,Salary:200000,Experience:,17.0,Experience:17,Industry:,Technology,Industry:Technology,,,General Engineering
120,9/20/2020 16:04:05,Title:,CEO,Title:CEO,Where:,oakland,"Where:Oakland, CA",Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,200000.0,Salary:200000,Experience:,15.0,Experience:15,Industry:,Software,Industry:Software,,"I'm the founder, so I own ~50% of the company.",Management and Leadership
121,9/19/2020 17:26:40,Title:,Lead Engineer,Title:Lead Engineer,Where:,tacoma,"Where:Tacoma, WA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,197000.0,Salary:197000,Experience:,13.0,Experience:13,Industry:,"Technology, commerce","Industry:Technology, commerce",,"approx 130000 a year, more with every year I’m at the company",General Engineering
122,9/10/2020 0:15:19,Title:,software engineer,Title:software engineer,Where:,san francisco,Where:san francisco,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,196000.0,Salary:196000,Experience:,,,,,,,,General Engineering
123,9/13/2020 6:50:13,Title:,Cybersecurity Analyst II,Title:Cybersecurity Analyst II,Where:,silver spring md,Where:Silver Spring MD,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,195000.0,Salary:195000,Experience:,,,,,,,,Ops and Security
124,9/9/2020 10:14:58,Title:,Lead software engineer,Title:Lead software engineer,Where:,washington,"Where:Washington, DC",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,193000.0,Salary:193000,Experience:,,,,,,,,General Engineering
125,9/20/2020 9:41:50,Title:,Lead Software Engineer,Title:Lead Software Engineer,Where:,washington,"Where:Washington, DC",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,193000.0,Salary:193000,Experience:,8.0,Experience:8,Industry:,SaaS,Industry:SaaS,,"15% bonus, 26k stock annually (public company)",General Engineering
126,9/20/2020 10:33:03,Title:,Engineering Manager,Title:Engineering Manager,Where:,seattle,"Where:Seattle, WA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,192000.0,Salary:192000,Experience:,15.0,Experience:15,Industry:,Software,Industry:Software,,"184,000 year",Management and Leadership
127,9/20/2020 13:10:12,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,192000.0,Salary:192000,Experience:,7.0,Experience:7,Industry:,Communication,Industry:Communication,,"10% bonus, $400,000 initial RSU grant",General Engineering
128,9/19/2020 11:30:33,Title:,Lead Product Designer,Title:Lead Product Designer,Where:,barcelona,"Where:Barcelona, Spain (but company is in San Francisco)",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,190000.0,Salary:190000,Experience:,1.0,Experience:1,Industry:,Finance,Industry:Finance,,,UX and Design
129,9/20/2020 11:19:13,Title:,Sr Software Engineer,Title:Sr Software Engineer,Where:,san francisco,"Where:San Francisco, CA, USA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,190000.0,Salary:190000,Experience:,10.0,Experience:10,Industry:,High tech,Industry:High tech,,"~$15k bonus, $50-60k of stock vests per year",General Engineering
130,9/20/2020 10:05:05,Title:,Director of engineering,Title:Director of engineering,Where:,toronto,Where:Toronto,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,185000.0,Salary:185000,Experience:,10.0,Experience:10,Industry:,Security,Industry:Security,,10% bonus quarterly. 10% bonus yearly.,Management and Leadership
131,9/9/2020 22:37:54,Title:,"Data Scientist, R+D","Title:Data Scientist, R+D",Where:,new york,"Where:New York, NY",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,185000.0,"Salary:185,000 + 155,000 (annual bonus)",Experience:,,,,,,,,Data
132,9/20/2020 9:37:17,Title:,Senior iOS Engineer,Title:Senior iOS Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,182500.0,Salary:182500,Experience:,13.0,Experience:13,Industry:,Healthcare,Industry:Healthcare,,options valued at $160k,Mobile
133,9/11/2020 10:51:56,Title:,Lead Software Engineer,Title:Lead Software Engineer,Where:,los angeles,Where:Los Angeles,Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,180000.0,Salary:180000,Experience:,,,,,,,,General Engineering
134,9/19/2020 10:02:38,Title:,Engineering Manager,Title:Engineering Manager,Where:,new york,"Where:New York, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,180000.0,Salary:180000,Experience:,22.0,Experience:22,Industry:,Fintech,Industry:Fintech,Plus stock and bonus,,Management and Leadership
135,9/20/2020 9:58:51,Title:,Software Engineer,Title:Software Engineer,Where:,new york,Where:New York,Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,180000.0,Salary:180000,Experience:,8.0,Experience:8,Industry:,Tech,Industry:Tech,,115000,General Engineering
136,9/11/2020 23:31:13,Title:,Principal Software Engineer,Title:Principal Software Engineer,Where:,salt lake city,"Where:Salt Lake City, UT",No,Org Size:,11- 50,Org Size:11- 50,Salary:,179000.0,Salary:179000,Experience:,,,,,,,,General Engineering
137,9/9/2020 21:05:50,Title:,Senior Software Development Manager,Title:Senior Software Development Manager,Where:,boston,Where:Boston,No,Org Size:,> 5000,Org Size:> 5000,Salary:,178000.0,Salary:178000,Experience:,,,,,,,,Management and Leadership
138,9/8/2020 22:34:56,Title:,Lead Software Engineer,Title:Lead Software Engineer,Where:,irvine,"Where:Irvine, ac",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,175000.0,Salary:175000,Experience:,,,,,,,,General Engineering
139,9/19/2020 17:00:46,Title:,senior software engineer,Title:senior software engineer,Where:,oakland ca,Where:oakland ca,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,175000.0,Salary:175000,Experience:,8.0,Experience:8,Industry:,tech/ops saas,Industry:tech/ops saas,,30000,General Engineering
140,9/9/2020 16:34:50,Title:,Site Reliability Engineer,Title:Site Reliability Engineer,Where:,reston,"Where:Reston, Virginia",No,Org Size:,> 5000,Org Size:> 5000,Salary:,170000.0,Salary:170000,Experience:,,,,,,,,General Engineering
141,9/11/2020 12:15:59,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,washington,"Where:Washington, DC",Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,170000.0,Salary:170000,Experience:,,,,,,,,General Engineering
142,9/19/2020 15:25:31,Title:,Android Developer,Title:Android Developer,Where:,plainfield,"Where:Plainfield, IL",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,170000.0,Salary:170000,Experience:,10.0,Experience:10,Industry:,Consumer Apps,Industry:Consumer Apps,,300000,Mobile
143,9/19/2020 16:51:32,Title:,Director of Engineering,Title:Director of Engineering,Where:,new york,"Where:New York, NY",No,Org Size:,11- 50,Org Size:11- 50,Salary:,170000.0,Salary:170000,Experience:,10.0,Experience:10,Industry:,E-commerce,Industry:E-commerce,"Have been with company for years, multiple promotions","bonuses, ~10k yearly",Management and Leadership
144,9/20/2020 14:25:13,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,portland,"Where:Portland, OR",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,168000.0,Salary:168000,Experience:,11.0,Experience:11,Industry:,Tech/IT,Industry:Tech/IT,,"$232k stock grant at hire, $52k bonuses in cash and stock",General Engineering
145,9/8/2020 22:44:43,Title:,Lead security engineer,Title:Lead security engineer,Where:,madison wi,Where:Madison wi,Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,165000.0,Salary:165000,Experience:,,,,,,,,Ops and Security
146,9/19/2020 11:30:20,Title:,Senior Frontend Developer,Title:Senior Frontend Developer,Where:,austin,"Where:Austin, TX",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,165000.0,Salary:165000,Experience:,6.0,Experience:6,Industry:,Enterprise IoT,Industry:Enterprise IoT,,no,Front End
147,9/19/2020 11:31:00,Title:,Senior Security Engineer,Title:Senior Security Engineer,Where:,st louis,"Where:St. Louis, MO",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,165000.0,Salary:165000,Experience:,8.0,Experience:8,Industry:,Retail,Industry:Retail,,Stocks,Ops and Security
148,9/19/2020 17:06:48,Title:,Software Development Manager,Title:Software Development Manager,Where:,washington,"Where:Washington, DC",No,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160k,Experience:,20.0,Experience:20,Industry:,Technology,Industry:Technology,,240k stock,Management and Leadership
149,9/9/2020 0:48:37,Title:,Senior software engineer,Title:Senior software engineer,Where:,new york,"Where:New York, NY",No,Org Size:,11- 50,Org Size:11- 50,Salary:,160000.0,Salary:160000,Experience:,,,,,,,,General Engineering
150,9/11/2020 10:28:45,Title:,Senior Software Engineer I,Title:Senior Software Engineer I,Where:,washington,"Where:Washington, DC",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160000.0,Salary:160000,Experience:,,,,,,,,General Engineering
151,9/19/2020 21:50:16,Title:,senior software engineer,Title:senior software engineer,Where:,new york,"Where:New York, NY",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160000.0,Salary:160000,Experience:,4.0,Experience:4,Industry:,healthcare,Industry:healthcare,,,General Engineering
152,9/20/2020 0:47:48,Title:,Software Engineer,Title:Software Engineer,Where:,new york,"Where:New York, NY",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,160000.0,Salary:160000,Experience:,3.0,Experience:3.5,Industry:,Design Tools,Industry:Design Tools,,None,General Engineering
153,9/20/2020 8:22:12,Title:,Artificial Intelligence Engineer IV,Title:Artificial Intelligence Engineer IV,Where:,ann arbor,"Where:Ann Arbor, MI",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160000.0,Salary:160000,Experience:,8.0,Experience:8,Industry:,Defense,Industry:Defense,,Both 0.5% company ownership + annual performance bonus,General Engineering
154,9/20/2020 10:00:42,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,boston,"Where:Boston, MA",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,160000.0,Salary:160000,Experience:,11.0,Experience:11,Industry:,News publishing,Industry:News publishing,,"$15,000",General Engineering
155,9/20/2020 10:27:44,Title:,Senior software engineer,Title:Senior software engineer,Where:,truckee,"Where:Truckee, CA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160000.0,Salary:160000,Experience:,10.0,Experience:10,Industry:,Healthcare,Industry:Healthcare,,Options,General Engineering
156,9/20/2020 10:48:17,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,boston,"Where:Boston, MA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160000.0,Salary:160000,Experience:,7.0,Experience:7,Industry:,Travel,Industry:Travel,,No,General Engineering
157,9/20/2020 13:08:53,Title:,Senior Development Manager,Title:Senior Development Manager,Where:,jersey city,"Where:Jersey City, NJ",No,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160000,Experience:,20.0,Experience:20,Industry:,Professional Services,Industry:Professional Services,,Yes,Management and Leadership
158,9/10/2020 11:06:14,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,rockville,"Where:Rockville, MD",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,160000.0,"Salary:160,000 base (175k total comp)",Experience:,,,,,,,,General Engineering
159,9/16/2020 5:36:24,Title:,ISSO,Title:ISSO,Where:,herndon va,Where:Herndon VA,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,158000.0,Salary:158000,Experience:,,,,,,,,Unknown
160,9/20/2020 16:12:55,Title:,Software engineer,Title:Software engineer,Where:,san francisco,"Where:San Francisco, ca",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,156300.0,Salary:156300,Experience:,2.0,Experience:2.5,Industry:,Tech,Industry:Tech,,,General Engineering
161,9/20/2020 8:41:28,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,philadelphia,Where:Philadelphia,Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,155700.0,Salary:155700,Experience:,6.0,Experience:6,Industry:,Media,Industry:Media,,Bonuses,General Engineering
