Timestamp,Title,Location,Remote?,Org Size,Salary,Years of experience,Industry,Additional comments,Additional perks?
9/19/2020 22:01:01,Senior Software Engineer,"NYC, NY",Yes,501 - 1000,125000,5,HR Software,,25000
9/20/2020 8:25:04,Senior Product Designer,Detroit,No,501 - 1000,"125,000",20,Automotive ,,Stock options
9/20/2020 10:09:10,Principal technologist,Cleveland Ohio ,No,51 - 500,125000,10,Cloud infrastructure,,No
9/20/2020 11:07:55,software engineer II,"Los angeles, CA",No,1001 - 5000,125000,3,restaurant,,35000
9/20/2020 12:28:43,Sr. Technical Operations Engineer,Raleigh-Durham NC,No,1001 - 5000,"125,000",9,IP Licensing,,"10% annual bonus, $30k stock 4yr vest"
9/20/2020 16:42:00,Senior Software Engineer,"NYC, NY",Yes,501 - 1000,125000,5,HR Software,,25000
9/20/2020 6:38:00,Senior Software Consultant,"Indianapolis, Indiana",No,11- 50,"124,000",5,Consulting,,No
9/19/2020 10:44:17,Software engineer,"Sunnyvale, CA",Yes,0 - 10,122500,1,Computer Software,,
9/9/2020 22:13:24,Data Scientist,"Seattle, WA",Yes,1001 - 5000,122000,,,,
9/19/2020 22:26:21,Software Engineer III,"Boston, MA",No,1001 - 5000,"121,950",7,Education,,"Awarded RSU stocks, and 10% bonus"
9/20/2020 18:05:29,Security Engineer,"Frankfurt, Germany",Yes,> 5000,120k €,14,Cloud Services,,~3k€
9/20/2020 15:22:53,Software Engineer,"Bellevue, WA",No,> 5000,"120,100",5,Various,,"800 stock options, $15k sign on bonus, 12% of salary annual bonus"
9/19/2020 11:52:07,Senior front-end developer,"Charlotte, NC",Yes,11- 50,120000,6,Software development,,No
9/19/2020 16:49:21,Senior Software Engineer,"Atlanta, GA",Yes,51 - 500,"120,000",10,Map Software (GIS),"Company based out of Atlanta, GA, but I'm in Scioto County, OH (a very cheap place to live)",Survey-based performance bonuses
9/20/2020 0:47:09,React Developer,Toronto,No,0 - 10,120000,3,Skincare,Highly competitive,None
9/20/2020 12:43:29,Staff Scientist,Colorado,No,51 - 500,"120,000",5,Aerospace/Defense,,10%
9/10/2020 13:33:05,Manager - Customer systems,Washington DC,No,501 - 1000,119000,,,,
9/10/2020 16:04:52,Software Engineer (Entry Level),"Mountain View, CA",No,> 5000,"$118,000",,,,
9/20/2020 0:01:06,"Senior UX Designer, Accessibility ","Washington, DC",Yes,51 - 500,"118,000",25,Government contractors ,,No
9/20/2020 9:06:05,Senior product manager,"Boston, MA ",No,501 - 1000,116000,7,Agency ,,5k 
9/8/2020 22:32:12,Web Engineer,"Washington, DC",No,51 - 500,"$115,000",,,,
9/11/2020 22:44:16,Senior Software Engineer,"Denver, CO",No,1001 - 5000,"115,000",,,,
9/19/2020 10:29:33,Senior Security Analyst,"Sydney, Nova Scotia, Canada",Yes,51 - 500,"115,000",20,Cybersecurity,,Stocks
9/19/2020 13:32:29,Software Engineer 1 ES,"Seattle, WA",No,> 5000,"115,000",1,Retail,,Not this year. Typically 0-25%. 
9/19/2020 14:08:58,Software engineer ,"Bay Area, CA",No,> 5000,"115,000",0,Fin tech ,,10%
9/19/2020 14:33:05,Data analyst ,Maryland ,Yes,> 5000,"115,000",4.5,Tech,,Yes
9/19/2020 17:39:25,Associate scientist,"South San Francisco, CA",No,51 - 500,115000,0,Biotechnology ,"PhD in a related field required for this job, but not previous industry experience ","$5000 in stock, bonus of up to 10% of salary"
9/11/2020 11:25:02,Software Engineer,"Boston, MA",No,51 - 500,110000,,,,
9/11/2020 17:16:41,Systems engineer II,MD,Yes,> 5000,"110,000",,,,
9/19/2020 12:50:47,Full Stack Developer,"Orlando, FL",Yes,11- 50,"$110,000",12,Event planning,,Yes
9/20/2020 8:16:04,iOS Developer,"Columbus, OH",No,51 - 500,"$110,000",7,Food Delivery Services,,Yes
9/19/2020 18:09:33,Senior Software Engineer,"Hamilton, New Zealand",No,501 - 1000,"110,000NZD",8,Information Technology,,0
9/20/2020 4:06:01,Senior software engineer,"Kyoto, Japan",Yes,> 5000,10M¥ (95k$),8,IT,,4M¥ over 3 years + ESPP. 10% annual salary per year bonus
9/9/2020 16:58:08,Vehicle Automation Tool Developer,"Metro Detroit, Michigan",No,> 5000,108680,,,,
9/19/2020 11:26:45,Senior Software Engineer ,Lehi Utah,No,> 5000,108150,5,Home Security ,,10% yearly bonus
9/10/2020 12:36:10,Software Engineer,"San Francisco, CA",Yes,51 - 500,108000,,,,
9/19/2020 16:06:01,Security Engineer I,"Cleveland, Ohio",No,51 - 500,"$107,000",15,Media,,n/a
9/20/2020 9:51:35,Sr Business Analyis Consultant,"Atlanta, GA",No,> 5000,"$107,000",12,Banking,,"10%, pension"
9/19/2020 10:42:56,Security Analyst II,"Phoenix, Az",No,1001 - 5000,106000,14,manufacturing,,3-5k
9/20/2020 8:56:44,HSE and Facility Manager,"Menlo Park, California",No,> 5000,"106,000",25,Energy and Utilities,Fired without cause from Sand Hill Road job when I was in untreated menopause. Looking for a job for three years. #metoo,"Total compensation 160,000"
9/20/2020 8:50:02,Senior developer,"London, uk",Yes,1001 - 5000,105000GBP/pa,20,Tech,,100000GBP
9/9/2020 0:12:58,Staff software engineer,"Austin, Texas",No,51 - 500,"$105,000",,,,
9/10/2020 3:14:13,Staff software engineer,"Austin, Texas",No,51 - 500,"$105,000",,,,
9/10/2020 17:30:35,Full Stack Engineer,"Arlington, VA",Yes,501 - 1000,105000,,,,
9/12/2020 16:24:35,Staff software engineer,"Austin, Texas",No,51 - 500,"$105,000",,,,
9/19/2020 12:29:29,Lead Android Engineer ,Chicago,No,0 - 10,"105,000",5,Music Ed,I had to take a 30k pay cut (startup shit) for 6 weeks and my stocks were tripled after that. I have a Mechanical and Aerospace Engineering degree from an ivy league and then self taught Android,120000 options
9/20/2020 0:01:50,Designer ,"Washington, DC",Yes,51 - 500,"105,000",25,Government ,,No
9/20/2020 15:15:06,Software engineer,"Phoenix, AZ",No,> 5000,105000,8,Moving and Storage,,
9/10/2020 22:55:04,Associate software Engineer,Washington DC,Yes,> 5000,"103,000",,,,
9/11/2020 15:41:52,Associate software Engineer,Washington DC,Yes,> 5000,"103,000",,,,
9/19/2020 15:37:51,Software Engineer,"Des Moines, IA",Yes,> 5000,102000,7,Grocery/Retail,,8% @ Quarterly
9/20/2020 16:33:05,Senior sw developer,"Tel-Aviv, Israel",No,51 - 500,100k$/year,7,Ecommerce,,None
9/19/2020 11:51:04,senior android Developer,"London, UK",No,1001 - 5000,100k GBP,7,tech,,"20% annual bonus, 210k USD stock/4 years"
9/19/2020 13:39:45,Senior Software Engineer,"Toronto, ON",No,501 - 1000,100k,5,Supply Management,,bonuses
9/20/2020 10:06:33,Senior Software Engineer ,"Ann Arbor, MI",Yes,51 - 500,"100,300",18,Healthcare Software ,"Parent company is much larger, I used the number of employees for the unit I'm in. ",No
9/9/2020 0:10:36,Associate Software Engineer,"Arlington, Virginia",No,> 5000,"100,000",,,,
9/20/2020 8:20:28,Software Engineer,"Grand Rapids, MI",Yes,51 - 500,100000,4,Mental health,,Yes
9/20/2020 9:34:36,Software Engineer,"Cleveland, OH",No,> 5000,"$100,000.00",6,Finance,,Yes. Amount unknown.
9/20/2020 14:50:56,Software Engineer,"Bengaluru, India",No,0 - 10,1.1 million INR per annum,5,Travel,,stocks
9/19/2020 16:39:55,Development manager,"Oxford, UK",No,51 - 500,£72500,21,Software products and projects,No extras just salary,No
9/17/2020 9:24:52,Product Manager,rural UK,Yes,51 - 500,"£60,000",,,,
9/9/2020 4:13:52,Senior Software Engineer,"Cambridge, UK",Yes,51 - 500,"£47,663",,,,
9/20/2020 8:27:40,Senior software engineer ,"Cardiff, UK",No,> 5000,£46k gross per annum ,10,Finance ,,3-5% bonus annually 
9/20/2020 16:04:11,Software engineer ,London ,No,501 - 1000,"£43,500",3,Defence ,,Na
9/9/2020 8:10:05,Data engineer,"London, UK",No,11- 50,£35000,,,,
9/10/2020 16:11:18,Front end developer,"Cardiff, United Kingdom",Yes,11- 50,£34000,,,,
9/20/2020 18:04:42,Senior Software Developer,"Vancouver, BC",No,1001 - 5000,$CAD 107000,3,Social Media,,"Yes but they have no value (private company), ~”$3k” per year"
9/8/2020 23:17:27,Senior software engineer,"Portland, OR",Yes,> 5000,"$6000/week 1099 (no benefits, pay all my own taxes)",,,,
9/9/2020 0:11:55,Software Engineer,"Austin, Texas",Yes,> 5000,$200K base + $60K bonus + $300K stock/year,,,,
9/19/2020 11:26:07,Junior Instructor ,"Kernersville, NC",Yes,51 - 500,$20 per class session,1,Education ,"Teaching python, JavaScript, c, html, css to school aged kids. Lots of unpaid work like grading, setting up class, and planning",No
9/19/2020 11:33:01,Lead Engineer,"Brooklyn, NY",No,1001 - 5000,"$180,000 annually",3,Database software,,~$750k in stock over 4 years (~$190k per year)
9/19/2020 22:47:23,Lead Engineer,"Brooklyn, NY",No,1001 - 5000,"$180,000 annually",3,Database software,,~$750k in stock over 4 years (~$190k per year)
9/8/2020 23:56:13,"Manager, Automation Engineering","Portland, OR",Yes,> 5000,"$170,000/year",,,,
9/19/2020 16:54:27,Senior Infra Eng / Senior Backend Eng,"Brooklyn, NY (Remote) / Brooklyn, NY (Remote) ",No,11- 50,$155k / $175k,4,Energy / Gaming ,Both companies are between 11-50 people,$30k total
9/9/2020 13:57:41,Lead Engineer,Washington DC,Yes,51 - 500,$155k,,,,
9/8/2020 22:50:02,Lead Software Engineer,"Washington, D.C.",Yes,11- 50,"$140,000/year plus 10k quarterly bonus",,,,
9/20/2020 9:21:18,Software Engineer,"New York, NY",No,> 5000,$135K,3,Software,Google L3,"~$35K in stock, target $20K bonus"
9/20/2020 17:08:54,Front End Web Developer,"Ann Arbor, MI",No,> 5000,"$130,000 USD",10,Pizza,"My job is contact to hire and I'm currently paid hourly as a contractor at a rate of $63/hour. My impression is the salary conversion if I get hired in might be less because I'll get things like PTO. As a contractor, time off is unpaid. My hourly rate reflects this.",None
9/19/2020 21:25:52,Tools & Automation Engineer,"Cupertino, CA",No,> 5000,$125K,0,Technology,,"$90K RSU (vested over 4 years), $20K Bonus"
9/11/2020 23:22:21,iOS/watchOS Engineer,"Nashville, TN",No,1001 - 5000,"$100,000 with 20% performance bonus (up to $20k)",,,,
9/19/2020 12:00:27,macOS System Engineer,"Amsterdam, North Holland",No,> 5000,~€3000pm,1,Education,"Educational discounts on software, work computer (value: ~€3000), possibility for work phone and certifications ",Annual bonus equivalent to ~8% of my annual salary
Timestamp,What's your job title?,What city and state are you based out of?,Are you a remote employee? (During normal times),Company size?,What is your current salary?,Years of experience in tech?,What industry is your company in?,Additional notes?,Stocks or bonuses?
Timestamp,What's your job title?,What city and state are you based out of?,Are you a remote employee? (During normal times),Company size?,What is your current salary?,Years of experience in tech?,What industry is your company in?,Additional notes?,Stocks or bonuses?
9/21/2020 13:54:42,Senior Engineer,"Burlington, Vermont",Yes,51 - 500,"USD$110,000",24,Sales enablement,,Stocks
9/22/2020 4:41:30,Frontend Developer,"Baden, Argau, Switzerland ",No,> 5000,CHF 104.160 per year,16,Digital Transformation,,Up to 8680 bonus based on performance
9/21/2020 21:21:01,Senior Site Reliability Engineer,"Toronto, ON",No,501 - 1000,CAD $170k,21,Software/SaaS,Cis able white male,"Hiring bonus, options, ESPP, quarterly bonus tied to company performance"
9/21/2020 9:28:50,software engineer,"Stockholm, Sweden",No,11- 50,ca 75000 SEK monthly with bonus (59k w/o),15,Telecom,Free lunch,both
9/24/2020 23:40:51,Data Engineer,"Richmond, Virginia ",No,> 5000,85000 USD,3,Healthcare,,
9/22/2020 3:07:53,Sr Software Engineer (SRE),"Berlin, Germany",No,51 - 500,73000 (EUR),6,Fintech,,
9/26/2020 7:44:08,Junior developer,"Vancouver,BC",Yes,11- 50,65k,0,Technology,,No
9/22/2020 11:51:02,Front-End Developer,Toronto Canada.,Yes,51 - 500,60k,1,saas products. ,,No
9/24/2020 8:39:52,Support Developer,"Philadelphia, PA",No,11- 50,60k,1,Web services,First job out of bootcamp ,No
9/22/2020 11:45:57,Web Developer,"Toronto, Ontario, Canada",No,501 - 1000,"60,000 (CAD)",1,Marketing,,N/A
9/21/2020 0:00:54,Senior software Engineer,Bangalore,No,51 - 500,54000$ pa,10,Finance,Yes,Yes
9/21/2020 2:24:25,Software engineer iii,London ,No,> 5000,"42, 000",3,Research,,7% bonus
9/23/2020 18:32:16,Software developer,"Maharashtra, India",No,> 5000,3.89 Lacs/per year (5249$),2.5,IT Services,I feel Indians are lagging with the Salary as compared to the International standards. ,Nope
9/22/2020 4:09:46,senior security program manager,seattle wa,No,> 5000,290K,5,tech,for the salary question i provided my total comp with signon and stock vesting.,"~300k in stock at current price, 90k sign on bonus year one, 60k sign on bonus year two"
9/21/2020 14:16:37,Software Engineer,"Austin, TX",Yes,> 5000,200k/year,12,Social Network,total comp 460k,260k/year
9/23/2020 23:34:34,Sr System Engineer,New Delhi (India),No,> 5000,2.8 LPA (Rs),3,IT Industry,"I am frustrated just because of my salary. I am unable to live a normal happy life because of it. 
I am working for a Fortune 500 Company.
I am an underpaid engineer.",No
9/23/2020 23:46:26,Sr Developer Advocate,NYC,Yes,> 5000,160k base,3,Tech,AWS,100k stock
9/21/2020 15:16:03,Sr. SWE,Los Angeles,No,51 - 500,160K,8,E-Commerce ,,Options
9/22/2020 9:01:12,Senior Backend Engineer,"St Paul, Minnesota, US",Yes,1001 - 5000,144000 usd,10,Development infrastructure,,yes
9/22/2020 5:43:09,Head of ITSM Japan,Tokyo Japan,No,> 5000,"141,509.00 USD",23,Insurance,Bilingual (JPN<>ENG),No
9/20/2020 20:06:09,Software Architect,"Washington, DC",Yes,1001 - 5000,"140,000 USD",10,Financial software,,"Bonus, ~10k"
9/21/2020 13:30:31,Product Designer,"New York, NY",No,1001 - 5000,"138,800 (+10% bonus)",6,Fintech,,15.8k shares (private company)
9/22/2020 11:51:06,Software Engineer,"Quispamsis, NB, Canada",Yes,11- 50,125000 USD yearly,10,Data Marketplace,"This role was the largest pay jump of my career. As a Canadian, this works out to be about double my last wage.",0.20% ISOs (Stock)
9/21/2020 11:08:29,iOS Developer,"Boston, MA",No,0 - 10,120000/yr,8,Health tech ,,Incentive units (~1% of company)
9/24/2020 5:51:06,Senior Test Engineer,Chennai,No,501 - 1000,12 LPA,5.7,Ecom,,No
9/22/2020 11:45:47,Senior Consultant ,"Bangalore, India",No,1001 - 5000,$30k or 20 lakh in rs,7,Its consulting company,,Nope
9/20/2020 22:10:12,Senior software engineer,"New York, NY",Yes,51 - 500,"$145,000 (freelance, before taxes)",8,Business to business software,,"$10,000 per year on a normal year"
9/21/2020 20:58:41,Senior Controls System Engineer,"Houston, Texas",No,> 5000,$120/hr (1099),0,Oil and Gas,Not IT but Oil and Gas,
9/21/2020 13:05:26,Senior iOS engineer,"Stockholm, Sweden",No,51 - 500,~$65k / year (before tax),15,IT,Converting from Sek to $ has some margin of error. ,/
9/21/2020 11:38:12,Principal Developer,"Seattle, Wa",No,> 5000,"234,000",22,Software dev for everything,,"this year - 30k bonus, 30k stock"
9/20/2020 22:08:29,Engineering Manager,"Atlanta,GA",No,501 - 1000,"201,000",10,SaaS,,"180,000"
9/20/2020 20:07:28,Software Engineer II,"San Francisco, California",Yes,1001 - 5000,200000,4,Ridesharing,,no
9/22/2020 12:08:26,Staff Software Engineer,"Sunnyvale, CA",Yes,> 5000,"$195,000",7,Tech / Social Media,,"Bonus: ~$30,000, Stock: ~$250,000 Annually"
9/20/2020 23:25:28,Sr Software Engineer,San Jose,No,51 - 500,"185,000",12,Software Products,0,0
9/21/2020 18:56:31,Principal Engineer,UK,Yes,> 5000,"185,000",10,Sales,,"20% bonus, stock refresh every couple of years that is equivalent to 50% of annual base that year"
9/22/2020 12:53:13,Sr Product Manager,"Chicago, IL",No,11- 50,180000,10,Staffing,I negotiated hard for this. Original offer was 150000,No
9/20/2020 20:06:57,Software Engineer,San Francisco,No,11- 50,175000,4,AI,,33000
9/21/2020 14:23:10,Cloud Architect,"San Jose, CA",No,> 5000,175000,7,Tech,,35k stock - 50k bonus
9/24/2020 22:06:44,Data Visualization Engineer,"Arlington, VA",No,51 - 500,175000,10,Cyber security,,
9/24/2020 11:32:30,Data Scientist ,San Francisco ,No,1001 - 5000,"173,000",9,Social Media,,"15+% bonus, ~$100k stock grant/year "
9/21/2020 11:20:06,Director of Product,"Columbus, OH",Yes,11- 50,165000,22,SaaS,,No
9/23/2020 17:46:59,Sr Security Engineer,"San Diego, CA",No,> 5000,"$165,000",20,Information,Holidays/days off taken as needed. They wrok around my need for at least 5 weeks off annually. Working hours can be as flexible as needed as long as I'm usually available during specific times for meetings,"30k stock, 10% of salary as annual bonus, 80k sign-on bonus if I stay 2 years"
9/23/2020 19:20:14,Senior software engineer,"Philadelphia, PA",Yes,1001 - 5000,165000,6,Cloud,,
9/20/2020 23:29:54,Senior Software Engineer,"Albany, NY",Yes,51 - 500,162000,10,Media,,
9/22/2020 12:06:27,Tech Lead,"Detroit, MI",Yes,> 5000,160000,20,Government,,
9/20/2020 21:51:20,Director of Mobile Engineering,"Orlando, FL",Yes,11- 50,155000,18,Machine learning and computer vision,,40000
9/20/2020 21:57:40,Security Software Engineer,"Seattle, WA",No,> 5000,"150,000",6,Tech,,Both
9/20/2020 22:28:38,Principal Software Engineer,"Indianpolis, IN",No,501 - 1000,"150,000",9,"Medical - dental, insurance",,No
9/20/2020 23:10:21,Business Systems Manager,Los Angeles ,No,51 - 500,150000,12,Food and Beverage ,,
9/23/2020 16:50:53,Sr. Software Engineer / Architect,New York City,No,51 - 500,"150,000",9,3D Printing,,Incentive Based Bonuses and Stock Options
9/21/2020 11:31:06,"VP, Platform Engineering","Chicago, IL",Yes,0 - 10,147500,12,IoT,"Previous roles within company:
Full Stack Engineer - $85,000
Platform Engineer - $125,000",3% equity (pre-dilution)
9/21/2020 1:05:09,Senior Frontend Engineer & DBA,Boston MA,No,51 - 500,147000,24,E-commerce,"I'm underpaid a bit, and definitely so for a larger company. lots of weird experience, no college degree.",10000
9/21/2020 11:59:31,Director of Development,"Phoenix, AZ",No,11- 50,"$145,000",25,Gig Economy,,Stock
9/22/2020 12:54:14,Sr Product Manager,Chicago,No,11- 50,145000,9,FinTech,Company was self-funded by CEO. Original offer was 130000,No
9/22/2020 21:00:07,Senior Manager ,"Arlington, VA ",Yes,51 - 500,"$145,000",10,Consulting ,,"$7,500"
9/20/2020 23:53:11,Senior Product Designer,Remote,Yes,11- 50,"$140,000",15,Edtech,,
9/23/2020 19:24:03,Data Engineer,"San Francisco, Ca",No,51 - 500,"140,000",1.5,Data,,
9/21/2020 16:32:04,Data Engineer,"New York, New York",No,11- 50,138000,2,Advocacy,,"No stocks, 1k bonus this year"
9/21/2020 19:09:56,Senior Software Engineer,Detroit,No,> 5000,"$135,000",21,Fintech,,"$8,000"
9/23/2020 23:04:15,Data Scientist,"Washington, DC",No,51 - 500,135000,4,Government Affairs,,Stock options
9/21/2020 11:37:52,Senior iOS Developer,Minneapolis,No,51 - 500,132000,15,AgTech,,
9/21/2020 14:01:22,Senior Software Engineer,"Boston, MA",Yes,51 - 500,"130,000",3,Logistics,,"25,000"
9/22/2020 3:02:12,Software Engineer,Redwood City,No,51 - 500,130000,3,iPaaS,,27000 options
9/22/2020 8:16:18,JavaScript Engineer,"Lancaster, PA",Yes,1001 - 5000,"130,000",10,Restaurant Supply,,5000
9/22/2020 20:16:14,Lead Developer,TX,Yes,> 5000,130000,7,Professional Services,,
9/24/2020 15:02:23,Specialist Senior (Software Developer),"Crystal City, VA",No,> 5000,130000,4,Financial,,10000 bonus
9/21/2020 9:12:28,"Data Scientist, Search Engineering","New York, New York",No,> 5000,"128,500",1,Tech/AI/Cloud,Came out of a bootcamp. Was previously a librarian. Have a Masters in Library and Information Science from UW.,No
9/20/2020 19:41:58,UX Designer II,"Seattle, WA",Yes,51 - 500,"126,000",4,DevOps,,no
9/21/2020 11:38:43,Software Engineer,"New York City, NY",Yes,11- 50,"$126,000",2,Consulting,,
9/23/2020 16:36:08,Front-end Developer,"Paris, France",No,1001 - 5000,"126,000€",2,"Software, Data Management",,"15,000€"
